`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
637,0,-0.477766484,-0.400000006,-0.409123152,-0.460119456,-0.351879448,0.1185667514801025,1.0,-0.079939082,0.324083536863327
638,0,-0.47764793,-0.400000006,-0.409582943,-0.461256266,-0.348639548,0.114525020122528,1.0,-0.079629585,0.3063024580478668
639,0,-0.4775334,-0.400000006,-0.410040915,-0.460430741,-0.349338055,0.1122218072414398,1.0,-0.077548131,0.3374935090541839
640,0,-0.477421165,-0.400000006,-0.410486937,-0.462748319,-0.345504344,0.1057700961828231,1.0,-0.08166343,0.3674041330814361
641,0,-0.477315396,-0.400000006,-0.410956651,-0.462660342,-0.348759383,0.1042028963565826,1.0,-0.07604152,0.4258013367652893
642,0,-0.477211207,-0.400000006,-0.411394,-0.464244664,-0.349846125,0.1034181341528892,1.0,-0.071993664,0.4076016247272491
643,0,-0.477107793,-0.400000006,-0.411808074,-0.4640553,-0.348594218,0.1008651182055473,1.0,-0.07132934,0.3965714871883392
644,0,-0.477006912,-0.400000006,-0.412218332,-0.463366091,-0.34955886,0.0989624410867691,1.0,-0.071331307,0.3590181469917297
645,0,-0.476907969,-0.400000006,-0.412628591,-0.462702304,-0.347794861,0.0942476242780685,1.0,-0.075601771,0.3725882172584533
646,0,-0.476813704,-0.400000006,-0.413063407,-0.463325799,-0.347281456,0.0898442566394805,1.0,-0.080673158,0.4174554049968719
647,0,-0.47672385,-0.400000006,-0.413527399,-0.464650363,-0.347794473,0.0858075320720672,1.0,-0.083599582,0.3646619319915771
648,0,-0.476638049,-0.400000006,-0.41400823,-0.463620573,-0.34560445,0.0814563482999801,1.0,-0.086614221,0.3501584529876709
649,0,-0.476556599,-0.400000006,-0.414506406,-0.463952988,-0.343156874,0.0756798684597015,1.0,-0.088019148,0.3825359642505646
650,0,-0.476480931,-0.400000006,-0.415012628,-0.46499911,-0.343256235,0.0712543651461601,1.0,-0.085693479,0.4216890335083008
651,0,-0.476409674,-0.400000006,-0.415505499,-0.464990944,-0.347196072,0.0717721953988075,1.0,-0.076448947,0.4017971754074096
652,0,-0.47633788,-0.400000006,-0.415945202,-0.464845359,-0.34564361,0.070081926882267,1.0,-0.071742415,0.3786695301532745
653,0,-0.476267815,-0.400000006,-0.416357845,-0.464860201,-0.343286335,0.0661336630582809,1.0,-0.069946691,0.3940995335578918
654,0,-0.476201683,-0.400000006,-0.416760147,-0.464999616,-0.344411075,0.0632596462965011,1.0,-0.06735529,0.4028847515583038
655,0,-0.476138413,-0.400000006,-0.417147547,-0.464544684,-0.346654385,0.0628356039524078,1.0,-0.064070717,0.3993949592113495
656,0,-0.47607559,-0.400000006,-0.417516053,-0.464301795,-0.347034097,0.0622303485870361,1.0,-0.061920688,0.4275502264499664
657,0,-0.476013362,-0.400000006,-0.41787219,-0.466309249,-0.343827277,0.0564566031098365,0.999394953250885,-0.067976773,0.4250034391880035
658,0,-0.475956887,-0.400000006,-0.418263137,-0.465262681,-0.346712351,0.0546062141656875,0.9943392872810364,-0.067334563,0.4558561146259308
659,0,-0.475902289,-0.400000006,-0.418650419,-0.4658795,-0.347947121,0.0528359040617942,0.9878674149513244,-0.068999186,0.4903565347194671
660,0,-0.47584945,-0.400000006,-0.419047266,-0.465541631,-0.352410734,0.0543335378170013,0.9931421875953674,-0.06787011,0.4550534188747406
661,0,-0.47579512,-0.400000006,-0.419437647,-0.4657785,-0.348169833,0.0495423041284084,0.9731236100196838,-0.075865343,0.4681830108165741
662,0,-0.475745589,-0.400000006,-0.419873983,-0.465689659,-0.349749297,0.045563917607069,0.9556830525398254,-0.083645135,0.51624995470047
663,0,-0.475700021,-0.400000006,-0.420355052,-0.466968924,-0.35071823,0.0430268794298172,0.9441602826118468,-0.089165151,0.571024477481842
664,0,-0.475656986,-0.400000006,-0.42086789,-0.46791923,-0.353344709,0.0412122383713722,0.936241090297699,-0.092663735,0.5038467049598694
665,0,-0.47561577,-0.400000006,-0.421400845,-0.466669619,-0.350375772,0.0361192151904106,0.9150548577308656,-0.101033002,0.5394827723503113
666,0,-0.475579649,-0.400000006,-0.421981961,-0.46704334,-0.352818221,0.0340385101735591,0.908062756061554,-0.102132723,0.5711135864257812
667,0,-0.475545615,-0.400000006,-0.422569364,-0.467758805,-0.353834927,0.0320920757949352,0.9011982083320618,-0.103612959,0.5479468703269958
668,0,-0.475513518,-0.400000006,-0.423165321,-0.466325402,-0.35581845,0.032016783952713,0.9028447270393372,-0.101004437,0.5569900870323181
669,0,-0.47548151,-0.400000006,-0.423746228,-0.467112929,-0.354360223,0.0290565155446529,0.8922310471534729,-0.103497937,0.6055740714073181
670,0,-0.475452453,-0.400000006,-0.4243415,-0.468476474,-0.35512796,0.0263808146119117,0.8842067122459412,-0.103564098,0.6071691513061523
671,0,-0.475426078,-0.400000006,-0.424937159,-0.467935115,-0.35691154,0.0244852006435394,0.8788325190544128,-0.103177726,0.5882517099380493
672,0,-0.47540158,-0.400000006,-0.425530583,-0.467289358,-0.356957138,0.0220583006739616,0.8717659115791321,-0.102942482,0.5942897200584412
673,0,-0.475379527,-0.400000006,-0.426122665,-0.467463315,-0.357039064,0.0187796279788017,0.8631414771080017,-0.106346458,0.6010880470275879
674,0,-0.475360751,-0.400000006,-0.426734328,-0.467426062,-0.357830614,0.0155456662178039,0.8554899096488953,-0.110562921,0.631269633769989
675,0,-0.475345194,-0.400000006,-0.42737022,-0.467285067,-0.361271769,0.0155285857617855,0.8595839142799377,-0.10799858,0.6276506781578064
676,0,-0.475329667,-0.400000006,-0.42799139,-0.467426926,-0.360484332,0.0127313826233148,0.85260409116745,-0.111871779,0.6005750298500061
677,0,-0.475316942,-0.400000006,-0.428634822,-0.467616141,-0.357209116,0.0047729201614856,0.8284129500389099,-0.125602245,0.6261029839515686
678,0,-0.475312173,-0.400000006,-0.429357231,-0.467098027,-0.361316234,0.0029619969427585,0.8263950943946838,-0.126545131,0.6457279324531555
679,0,-0.475309193,-0.400000006,-0.430085063,-0.468091697,-0.36029768,-0.001089144,0.8176971077919006,-0.131272018,0.650488555431366
680,0,-0.475310296,-0.400000006,-0.430840075,-0.466949433,-0.364200592,-0.000553202,0.8254020810127258,-0.126546055,0.6785621047019958
681,0,-0.475310862,-0.400000006,-0.431567907,-0.468556851,-0.362185627,-0.006163403,0.813331663608551,-0.131471321,0.6613166332244873
682,0,-0.475317001,-0.400000006,-0.432324082,-0.46755603,-0.36346361,-0.009781245,0.8074479699134827,-0.132985577,0.6296076774597168
683,0,-0.475326806,-0.400000006,-0.433088928,-0.467323124,-0.360991418,-0.017159432,0.7893950343132019,-0.140384555,0.7330986857414246
684,0,-0.475343943,-0.400000006,-0.433896363,-0.469504833,-0.364795357,-0.02029248,0.7886175513267517,-0.13821137,0.6474142074584961
685,0,-0.475364238,-0.400000006,-0.43469128,-0.467689276,-0.361673594,-0.027848963,0.7714374661445618,-0.144675747,0.6448518633842468
686,0,-0.475392103,-0.400000006,-0.435523391,-0.467201948,-0.362879306,-0.033112247,0.7660449147224426,-0.144150794,0.6528446674346924
687,0,-0.475425214,-0.400000006,-0.436352491,-0.46729061,-0.363412589,-0.037570726,0.7658883929252625,-0.140332073,0.6482171416282654
688,0,-0.475462765,-0.400000006,-0.437159628,-0.467220128,-0.363161325,-0.042471331,0.7674892544746399,-0.139090836,0.6287461519241333
689,0,-0.475505263,-0.400000006,-0.437959611,-0.466172546,-0.364356935,-0.046354432,0.7738615870475769,-0.135258898,0.6548798084259033
690,0,-0.475551605,-0.400000006,-0.438737541,-0.467276663,-0.363657981,-0.052224729,0.7717077136039734,-0.137187332,0.6901847720146179
691,0,-0.475603819,-0.400000006,-0.439526588,-0.467418462,-0.366763055,-0.054507609,0.7806963324546814,-0.131471038,0.6008246541023254
692,0,-0.475658327,-0.400000006,-0.440282732,-0.465384215,-0.363929778,-0.060692403,0.7757025361061096,-0.135316849,0.6110095381736755
693,0,-0.475719035,-0.400000006,-0.44106102,-0.466159403,-0.362622738,-0.068165004,0.7676483988761902,-0.139272779,0.6293661594390869
694,0,-0.475787193,-0.400000006,-0.441862047,-0.466593355,-0.363156527,-0.073868558,0.7675713896751404,-0.136571288,0.6408499479293823
695,0,-0.475861073,-0.400000006,-0.442647547,-0.466031909,-0.365989268,-0.076093212,0.783250629901886,-0.123809248,0.6394240856170654
696,0,-0.475937158,-0.400000006,-0.443359643,-0.466456503,-0.364572942,-0.080378696,0.7877478003501892,-0.118384451,0.6377716660499573
697,0,-0.476017535,-0.400000006,-0.444040537,-0.46559909,-0.366979897,-0.082643732,0.8012499213218689,-0.107225582,0.6182882785797119
698,0,-0.476100177,-0.400000006,-0.444657236,-0.465147316,-0.36638689,-0.086511448,0.8033960461616516,-0.103754893,0.673652172088623
699,0,-0.476186693,-0.400000006,-0.445253998,-0.464841962,-0.372839332,-0.084314153,0.8221095204353333,-0.089806184,0.6281276345252991
700,0,-0.476271003,-0.400000006,-0.445770532,-0.465572625,-0.366094917,-0.091644973,0.8068990111351013,-0.098661035,0.6314706206321716
701,0,-0.476362646,-0.400000006,-0.446337968,-0.46518442,-0.367593855,-0.097542897,0.7987386584281921,-0.101890132,0.6390852332115173
702,0,-0.476460189,-0.400000006,-0.446924001,-0.464265704,-0.371111393,-0.098824605,0.805158793926239,-0.096485108,0.6347123384475708
703,0,-0.476559013,-0.400000006,-0.44747895,-0.463894933,-0.371786445,-0.100659966,0.8109132647514343,-0.0913084,0.6044411063194275
704,0,-0.476659685,-0.400000006,-0.448004097,-0.462714344,-0.372301042,-0.102439448,0.8146751523017883,-0.087643743,0.7228879332542419
705,0,-0.476762116,-0.400000006,-0.448508173,-0.46645081,-0.372936368,-0.106866702,0.8104594349861145,-0.088644445,0.6977370977401733
706,0,-0.476868987,-0.400000006,-0.449018031,-0.463946611,-0.37793389,-0.105609551,0.8213589787483215,-0.081128776,0.6672611832618713
707,0,-0.476974577,-0.400000006,-0.449484646,-0.463421494,-0.376461625,-0.108243898,0.8187510371208191,-0.081798241,0.6611196994781494
708,0,-0.477082849,-0.400000006,-0.449955106,-0.462883145,-0.377462506,-0.11090143,0.8132981657981873,-0.08457686,0.6334428191184998
709,0,-0.477193743,-0.400000006,-0.450441539,-0.461487323,-0.378882319,-0.112621441,0.8126850724220276,-0.084201813,0.6297740340232849
710,0,-0.477306366,-0.400000006,-0.450925857,-0.461452961,-0.378618479,-0.116361618,0.8050940632820129,-0.088050261,0.6143959164619446
711,0,-0.477422714,-0.400000006,-0.451432258,-0.460705459,-0.379323184,-0.119196326,0.8036070466041565,-0.087553337,0.6789845824241638
712,0,-0.477541924,-0.400000006,-0.451935828,-0.462207049,-0.381277263,-0.121410683,0.8081821799278259,-0.081711739,0.6051345467567444
713,0,-0.477663338,-0.400000006,-0.45240581,-0.460006833,-0.380492926,-0.124252558,0.81207674741745,-0.075379312,0.6800885200500488
714,0,-0.477787584,-0.400000006,-0.452839345,-0.461370587,-0.383897096,-0.125412017,0.8211448788642883,-0.068391517,0.6671497225761414
715,0,-0.477912992,-0.400000006,-0.453232706,-0.459568083,-0.38801074,-0.121579766,0.8422103524208069,-0.05696781,0.6069961786270142
716,0,-0.478034586,-0.400000006,-0.453560352,-0.458413661,-0.385458618,-0.121698469,0.8496652245521545,-0.048640341,0.6089503765106201
717,0,-0.478156269,-0.400000006,-0.453840107,-0.458320677,-0.385932982,-0.123097405,0.8504841923713684,-0.043661818,0.5312237739562988
718,0,-0.478279352,-0.400000006,-0.454091221,-0.457775772,-0.379795045,-0.132340446,0.8356813788414001,-0.039311334,0.5069616436958313
719,0,-0.478411704,-0.400000006,-0.454317331,-0.45718348,-0.379145771,-0.139650956,0.8323939442634583,-0.030013144,0.4916681349277496
720,0,-0.478551358,-0.400000006,-0.454489946,-0.458094686,-0.374882787,-0.149519637,0.8325970768928528,-0.016192883,0.4936437606811523
721,0,-0.478700876,-0.400000006,-0.454583079,-0.458147734,-0.374921203,-0.153636113,0.8463872075080872,-0.006248713,0.4388910830020904
722,0,-0.478854507,-0.400000006,-0.45461902,-0.456015974,-0.3758412,-0.153142676,0.873164713382721,0.004711776971817,0.4379358291625976
723,0,-0.479007661,-0.400000006,-0.45459193,-0.456439137,-0.374476135,-0.151718304,0.8969762921333313,0.0138873606920242,0.4203237891197204
724,0,-0.479159385,-0.400000006,-0.45451206,-0.455458075,-0.375658154,-0.145151421,0.9143758416175842,0.0170878469944,0.3762440979480743
725,0,-0.479304522,-0.400000006,-0.454413772,-0.454050869,-0.37547183,-0.139601097,0.9287967085838318,0.0195534080266952,0.3923399150371551
726,0,-0.479444116,-0.400000006,-0.454301327,-0.454686642,-0.375174046,-0.135449827,0.9384942650794984,0.0211393386125564,0.4152849912643432
727,0,-0.479579568,-0.400000006,-0.454179734,-0.454010636,-0.379496574,-0.131881401,0.9563177227973938,0.0266924798488616,0.3753479719161987
728,0,-0.479711473,-0.400000006,-0.454026222,-0.453454375,-0.377171695,-0.129527733,0.9618930220603944,0.0284438878297805,0.3951292335987091
729,0,-0.479840994,-0.400000006,-0.453862607,-0.453437865,-0.379199356,-0.127476081,0.9693663716316224,0.0325107872486114,0.3742573857307434
730,0,-0.479968458,-0.400000006,-0.453675628,-0.452479511,-0.37998715,-0.125510648,0.9793935418128968,0.03779236972332,0.3327106833457947
731,0,-0.480093986,-0.400000006,-0.45345825,-0.451703876,-0.378159404,-0.123896435,0.9822896122932434,0.0408550798892974,0.4063626527786255
732,0,-0.480217874,-0.400000006,-0.453223288,-0.453126132,-0.381257832,-0.122387215,0.9899912476539612,0.0459974557161331,0.4017404019832611
733,0,-0.480340242,-0.400000006,-0.452958733,-0.452336699,-0.383163959,-0.12096937,1.0,0.0521811544895172,0.37964728474617
734,0,-0.48046124,-0.400000006,-0.452658594,-0.450888157,-0.385300249,-0.113560468,1.0,0.0529255121946334,0.3045396208763122
735,0,-0.480574787,-0.400000006,-0.452354193,-0.449534327,-0.381850958,-0.110705748,1.0,0.0526800453662872,0.3062740564346313
736,0,-0.480685502,-0.400000006,-0.452051222,-0.4501912,-0.380053759,-0.109582767,0.9995138049125672,0.0532175302505493,0.3747734129428863
737,0,-0.480795085,-0.400000006,-0.451745123,-0.451338351,-0.38346234,-0.10521476,1.0,0.0542801320552825,0.497426688671112
738,0,-0.480900288,-0.400000006,-0.451432943,-0.455606818,-0.382922202,-0.103307083,1.0,0.0554879754781723,0.2756462693214416
739,0,-0.481003582,-0.400000006,-0.45111379,-0.448437393,-0.382252485,-0.100193635,1.0,0.056923970580101,0.2627883553504944
740,0,-0.481103778,-0.400000006,-0.450786382,-0.447122216,-0.384912193,-0.095441446,1.0,0.0584795624017715,0.2938691973686218
741,0,-0.481199235,-0.400000006,-0.450450033,-0.447894722,-0.385702789,-0.092019826,1.0,0.0640402436256408,0.2524721920490265
742,0,-0.481291264,-0.400000006,-0.450081706,-0.447324872,-0.383272588,-0.092313215,1.0,0.0646991580724716,0.2979986369609833
743,0,-0.481383562,-0.400000006,-0.449709594,-0.448394835,-0.384615332,-0.093173757,1.0,0.0667387992143631,0.3315413296222687
744,0,-0.481476724,-0.400000006,-0.44932574,-0.449074596,-0.3859303,-0.094165638,1.0,0.0683700144290924,0.3054841756820678
745,0,-0.481570899,-0.400000006,-0.448932499,-0.446928531,-0.389762789,-0.092458412,1.0,0.0741493850946426,0.379705935716629
746,0,-0.481663376,-0.400000006,-0.448506027,-0.44978109,-0.388627291,-0.094218239,1.0,0.0710332244634628,0.3260356783866882
747,0,-0.481757581,-0.400000006,-0.448097497,-0.447770119,-0.389293253,-0.094579682,1.0,0.067589059472084,0.2293348759412765
748,0,-0.481852174,-0.400000006,-0.447708756,-0.445141047,-0.387510389,-0.096285269,1.0,0.0630267858505249,0.2648252248764038
749,0,-0.481948435,-0.400000006,-0.44734624,-0.445773989,-0.389160514,-0.096415728,1.0,0.0616804957389831,0.2528786957263946
750,0,-0.482044876,-0.400000006,-0.446991503,-0.443693578,-0.39420715,-0.090832159,1.0,0.0725828558206558,0.2421053647994995
751,0,-0.482135683,-0.400000006,-0.446574032,-0.443827391,-0.392728359,-0.088701576,1.0,0.0753806829452514,0.2862564325332641
752,0,-0.482224405,-0.400000006,-0.446140468,-0.445456415,-0.392256439,-0.088398159,1.0,0.072669118642807,0.2293176800012588
753,0,-0.482312799,-0.400000006,-0.44572252,-0.443841726,-0.391406626,-0.088974729,1.0,0.0710064023733139,0.2766717672348022
754,0,-0.482401758,-0.400000006,-0.445314109,-0.444816411,-0.393217951,-0.08802858,1.0,0.0728775262832641,0.323718786239624
755,0,-0.482489794,-0.400000006,-0.444894969,-0.445729882,-0.395182282,-0.085811168,1.0,0.0773508548736572,0.2895910143852234
756,0,-0.482575595,-0.400000006,-0.44445008,-0.44431749,-0.396006674,-0.083271608,1.0,0.0812478065490722,0.2591815292835235
757,0,-0.482658893,-0.400000006,-0.44398278,-0.44380334,-0.394508183,-0.08255668,1.0,0.0776422023773193,0.2673770785331726
758,0,-0.482741445,-0.400000006,-0.443536222,-0.442139685,-0.400318682,-0.074807361,1.0,0.0842110067605972,0.255048006772995
759,0,-0.482816249,-0.400000006,-0.443051875,-0.441640377,-0.400583684,-0.0693326,1.0,0.085636630654335,0.2218227684497833
760,0,-0.482885569,-0.400000006,-0.442559332,-0.441676348,-0.397153199,-0.070228755,1.0,0.0768588185310363,0.26850026845932
761,0,-0.482955813,-0.400000006,-0.442117274,-0.441972554,-0.400932372,-0.06658718,1.0,0.0756825506687164,0.2887861132621765
762,0,-0.483022392,-0.400000006,-0.441681981,-0.4419249,-0.403103888,-0.062406089,1.0,0.0755281299352645,0.2122841775417328
763,0,-0.483084798,-0.400000006,-0.441247582,-0.439587355,-0.402466327,-0.059848111,1.0,0.0711639374494552,0.2212802320718765
764,0,-0.483144641,-0.400000006,-0.440838277,-0.439198941,-0.404531211,-0.056073431,1.0,0.0701431930065155,0.2130666226148605
765,0,-0.483200729,-0.400000006,-0.440434843,-0.438418299,-0.406051755,-0.051002312,1.0,0.0702126175165176,0.2308762371540069
766,0,-0.483251721,-0.400000006,-0.440031022,-0.438908011,-0.406363636,-0.047617923,1.0,0.0674080550670623,0.3416681289672851
767,0,-0.483299345,-0.400000006,-0.439643323,-0.44097361,-0.411245942,-0.041386876,1.0,0.0688122361898422,0.2323661893606186
768,0,-0.48334074,-0.400000006,-0.439247549,-0.438175887,-0.40870893,-0.039360706,1.0,0.0627007037401199,0.2979289591312408
769,0,-0.483380079,-0.400000006,-0.438886911,-0.441711545,-0.404658288,-0.044584569,1.0,0.0466435700654983,0.1272663623094558
770,0,-0.483424664,-0.400000006,-0.43861863,-0.437810004,-0.399296671,-0.050663177,0.9944456219673156,0.0338171869516372,0.1459501534700393
771,0,-0.483475327,-0.400000006,-0.43842414,-0.43961674,-0.395744801,-0.056439523,0.984512984752655,0.0283247083425521,0.1286768019199371
772,0,-0.483531773,-0.400000006,-0.438261241,-0.438407332,-0.397645652,-0.056292672,0.9970021843910216,0.0376839339733123,0.1591166108846664
773,0,-0.48358807,-0.400000006,-0.438044488,-0.440331012,-0.39491868,-0.057307262,1.0,0.0496153831481933,0.0907968282699585
774,0,-0.48364538,-0.400000006,-0.437759131,-0.437843353,-0.395549595,-0.055307034,1.0,0.0664655864238739,0.1249851584434509
775,0,-0.483700693,-0.400000006,-0.437376857,-0.439821124,-0.393035144,-0.055814523,1.0,0.0791726410388946,0.0608130767941474
776,0,-0.483756483,-0.400000006,-0.436921477,-0.438266039,-0.391283184,-0.055876154,1.0,0.0902969241142273,0.1239838823676109
777,0,-0.483812362,-0.400000006,-0.436402142,-0.439453036,-0.394039273,-0.051949006,1.0,0.1049620062112808,0.1243106499314308
778,0,-0.483864307,-0.400000006,-0.435798436,-0.440235436,-0.391724765,-0.05042227,1.0,0.1130074560642242,0.04545159637928
779,0,-0.483914733,-0.400000006,-0.435148478,-0.437645406,-0.391608983,-0.047245268,1.0,0.1206871271133422,0.0262939911335706
780,0,-0.483961999,-0.400000006,-0.434454352,-0.436543286,-0.39299956,-0.042726029,1.0,0.1273287087678909,0.0098126279190182
